순위,단어,품사,품사 이름,품사 (일본어),풀이（意味）,등급,일본어 뜻
2138,어제,"부, 명","부사, 명사","副詞, 名詞",어저께,A,昨日
5378,어젯밤,명,명사,名詞,,B,"昨夜, 夕べ"
4292,어지럽다,형,형용사,形容詞,,C,"目眩いがする・眩暈がする, 眩む"
4536,어째서,불,분석 불능,分析不能,어찌하여서,C,
1477,어쨌든,부,부사,副詞,,C,"とにかく,いずれにせよ"
749,어쩌다,"동, 부","동사, 부사","動詞, 副詞",,B,"どうする
"
8845,어쩌다가,부,부사,副詞,,C,たまたま
1354,어쩌면,부,부사,副詞,,B,"もしかすると,ひょっとすると"
4085,어쩐지,부,부사,副詞,,B,"何故か, 何となく"
9257,어쩜,부,부사,副詞,,C,"もしかすると,ひょっとすると"
1558,어찌,부,부사,副詞,,C,何故
7303,어찌나,부,부사,副詞,,C,"どんなに,あまり	"
4293,어찌하다,동,동사,動詞,,C,どうする	
34770,억,수,수사,数詞,億,B,億
3364,억울하다,형,형용사,形容詞,抑鬱-,C,"無念だ, 悔しい"
497,언니,명,명사,名詞,,A,"お姉さん, 姉"
4221,언덕,명,명사,名詞,,C,"丘, 丘陵"
1029,언론,명,명사,名詞,言論,C,言論
667,언어,명,명사,名詞,言語,C,言語
891,언제,"부, 대","부사, 대명사","副詞, 代名詞",,A,何時
794,언제나,부,부사,副詞,,A,"何時も, 常に"
1700,언젠가,부,부사,副詞,,B,"何時か, 何時の日か, 今に"
2776,얹다,동,동사,動詞,,B,載せる
331,얻다,동,동사,動詞,,B,"貰う, 貰い受ける"
6099,얻어먹다,동,동사,動詞,,C,貰い食いする
157,얼굴,명,명사,名詞,,A,"顔, 面, 顔面"
4538,얼다,동,동사,動詞,,B,"凍る, 凍て付く"
1047,얼른,부,부사,副詞,,B,"直ぐ, 早く, 直ちに, 速やかに, 素早く"
10149,얼리다,동,동사,動詞,물을 ~,C,"凍らせる, 冷凍する, 凍結させる"
402,얼마,명,명사,名詞,,A,幾ら
9690,얼마간,명,명사,名詞,-間,C,幾らか
285,얼마나,부,부사,副詞,,A,どんなに	
3593,얼음,명,명사,名詞,,B,氷
3045,얼핏,부,부사,副詞,,C,"ちらりと,ちらっと"
2506,엄격하다,형,형용사,形容詞,嚴格-,C,"厳格だ, 厳しい"
240,엄마,명,명사,名詞,,A,お母ちゃん
6100,엄숙하다,형,형용사,形容詞,嚴肅-,C,"厳粛だ, 厳かだ, 厳めしい"
937,엄청나다,형,형용사,形容詞,,C,"甚だしい, 凄い"
3940,업다,동,동사,動詞,,C,"負う, 背負う"
1105,업무,명,명사,名詞,業務,B,業務
2637,업종,명,명사,名詞,業種,C,業種
1123,업체,명,명사,名詞,業體,C,"会社, 企業, 業者"
10,없다,형,형용사,形容詞,,A,無い
1925,없애다,동,동사,動詞,,B,"無くす, 消す"
1039,없어지다,동,동사,動詞,,B,"無くなる, 消える"
171,없이,부,부사,副詞,,B,無く
5646,엇갈리다,동,동사,動詞,,C,"行き違う, 擦れ違う, 入れ違う"
3196,엉덩이,명,명사,名詞,,C,"尻, 臀部"
2903,엉뚱하다,형,형용사,形容詞,,B,突飛だ
5379,엉망,명,명사,名詞,,C,"台無し, 滅茶・目茶, 駄目"
7304,엉터리,명,명사,名詞,,C,"出鱈目, 無茶"
9260,엊그제,부,부사,副詞,,B,数日前
3699,엎드리다,동,동사,動詞,,C,"伏せる, 腹ばいになる"
3423,에,감,감탄사,感嘆詞,,C,えい
1210,에너지,명,명사,名詞,energy,B,エネルギー
7071,에어컨,명,명사,名詞,air conditioner,A,クーラー
4363,엔,의,의존 명사,依存名詞,&일en,B,円
5131,엔진,명,명사,名詞,engine,C,エンジン
4816,엘리베이터,명,명사,名詞,elevator,B,昇降機
4539,여,명,명사,名詞,女,B,女
6101,여가,명,명사,名詞,餘暇,C,暇
4086,여간,부,부사,副詞,如干,C,"並み, 並大抵"
2202,여건,명,명사,名詞,與件,C,"与件, 所与の条件, 環境"
2286,여겨지다,동,동사,動詞,,C,
9261,여고생,명,명사,名詞,女高生,B,"女子高生, 女子高校生"
5380,여관,명,명사,名詞,旅館,B,"旅館, 宿屋"
5519,여군,명,명사,名詞,女軍,C,"女軍, 女性兵士, 女性の兵隊"
4142,여권,명,명사,名詞,旅券,A,旅券
144,여기,대,대명사,代名詞,,A,ここ	
1063,여기다,동,동사,動詞,,C,"思う, 感ずる"
2084,여기저기,명,명사,名詞,,B,"あちこち,あちらこちら,あっちこっち"
8467,여대생,명,명사,名詞,女大生,B,女子大生
34841,여덟,수,수사,数詞,,A,"八つ, 八"
6102,여동생,명,명사,名詞,女同生,A,妹
13584,여든,수,수사,数詞,,A,八十
117,여러,관,관형사,冠形詞,,A,"幾つかの, 複数の, 多くの, 色色な"
1300,여러분,대,대명사,代名詞,,A,"皆さん, 皆様"
3700,여럿,명,명사,名詞,,C,多数
1979,여론,명,명사,名詞,輿論,C,世論
766,여름,명,명사,名詞,,A,夏
3764,여름철,명,명사,名詞,,B,"夏, 夏場, 夏季"
2904,여보,감,감탄사,感嘆詞,,B,"もし,もしもし,おい"
3081,여보세요,감,감탄사,感嘆詞,,A,もしもし
17283,여섯,수,수사,数詞,,A,"六つ, 六"
146,여성,명,명사,名詞,女性,B,"女性, 婦人"
9263,여왕,명,명사,名詞,女王,C,女王
5249,여우,명,명사,名詞,동물,B,狐
1994,여유,명,명사,名詞,餘裕,B,余裕
2085,여인,명,명사,名詞,女人,C,"女子, 女性, 女"
84,여자,명,명사,名詞,女子,A,"女, 女子, 女性"
7848,여전하다,형,형용사,形容詞,如前-,C,"依然とする, 相い変わらずだ"
824,여전히,부,부사,副詞,如前-,C,"依然として, 相変わらず"
10153,여직원,명,명사,名詞,女職員,B,
5381,여쭈다,동,동사,動詞,,B,伺う
3287,여학생,명,명사,名詞,女學生,A,"女学生, 女子学生"
984,여행,명,명사,名詞,旅行,A,"旅行, 旅"
6642,여행사,명,명사,名詞,旅行社,B,"旅行代理店, 旅行会社"
5949,여행하다,동,동사,動詞,旅行-,A,"旅行する, 旅する"
1667,역,명,명사,名詞,"役, 驛",A,駅
208,역사,명,명사,名詞,歷史,A,歴史
2319,역사가,명,명사,名詞,歷史家,B,史家
5787,역사상,명,명사,名詞,歷史上,C,歴史上
2601,역사적,명,명사,名詞,歷史的,B,歴史的
6842,역사학,명,명사,名詞,歷史學,C,歴史学
313,역시,부,부사,副詞,亦是,B,"又, 矢張り, 矢っ張り"
443,역할,명,명사,名詞,役割,B,役割
3826,연간,명,명사,名詞,年間,C,年間
4364,연결,명,명사,名詞,連結,C,連結
2219,연결되다,동,동사,動詞,連結-,B,"連結される・聯結される, 繋がる"
2345,연결하다,동,동사,動詞,連結-,B,"連結する・聯結する, 繋ぎ合わせる"
4365,연관,명,명사,名詞,聯關,C,"連関, 関連"
239,연구,명,명사,名詞,硏究,B,研究
1950,연구소,명,명사,名詞,硏究所,B,研究所
6275,연구실,명,명사,名詞,硏究室,C,研究室
4817,연구원,명,명사,名詞,硏究員,C,研究員
2320,연구자,명,명사,名詞,硏究者,B,研究者
1566,연구하다,동,동사,動詞,硏究-,B,研究する
543,연극,명,명사,名詞,演劇,C,演劇
1724,연기,명,명사,名詞,"延期, 煙氣, 演技",B,延期
9265,연기되다,동,동사,動詞,延期-,C,"延期される, 先送りされる"
2321,연기자,명,명사,名詞,演技者,C,演技者
8471,연기하다,동,동사,動詞,延期-,C,"延期する, 先送りする"
17294,연두색,명,명사,名詞,軟豆色,C,黄緑
2267,연락,명,명사,名詞,連絡,C,連絡
15856,연락처,명,명사,名詞,連絡處,B,連絡先
4088,연락하다,동,동사,動詞,連絡-,B,"連絡する, 通知する, 通報する"
4540,연령,명,명사,名詞,年齡,C,"年齢, 歳, 齢"
3124,연말,명,명사,名詞,年末,B,"年末, 歳末, 歳暮"
6104,연상하다,동,동사,動詞,聯想-,C,連想する
3702,연설,명,명사,名詞,演說,C,演説
15860,연세,명,명사,名詞,年歲,B,お歳
3321,연속,명,명사,名詞,連續,C,連続
1896,연습,명,명사,名詞,練習,A,"演習, 練習"
5382,연습하다,동,동사,動詞,練習-,A,"演習する, 練習する"
4819,연애,명,명사,名詞,戀愛,C,恋愛
3539,연예인,명,명사,名詞,演藝人,C,芸能人
5520,연인,명,명사,名詞,戀人,C,恋人
5521,연장,명,명사,名詞,延長,C,延長
5788,연주,명,명사,名詞,演奏,C,演奏
2638,연출,명,명사,名詞,演出,C,演出
5383,연출하다,동,동사,動詞,演出-,C,演出する
3703,연필,명,명사,名詞,鉛筆,A,鉛筆
7311,연하다,형,형용사,形容詞,軟-,B,軟らかい
2661,연합,명,명사,名詞,聯合,C,連合
4820,연휴,명,명사,名詞,連休,B,連休
1821,열,"수, 명","수사, 명사","数詞, 名詞",熱,A,十
4628,열기,명,명사,名詞,熱氣,C,熱気
287,열다,동,동사,動詞,문을 ~,A,"開ける, 開く"
436,열리다,동,동사,動詞,"열매가 ~, 문이 ~",B,"実る, 生る"
3596,열매,명,명사,名詞,,C,"実, 果実"
4143,열쇠,명,명사,名詞,,A,鍵
660,열심히,부,부사,副詞,熱心-,A,"一生懸命に, 熱心に"
4223,열정,명,명사,名詞,熱情,C,熱情
5384,열중하다,동,동사,動詞,熱中-,C,熱中する
2602,열차,명,명사,名詞,列車,B,列車
5523,열흘,명,명사,名詞,,B,十日
5649,엷다,형,형용사,形容詞,,C,薄い
3704,염려,명,명사,名詞,念慮,C,"念慮, 思慮, 心配, 気がかり"
7074,염려하다,동,동사,動詞,念慮-,B,"心配する, 懸念する"
7581,엽서,명,명사,名詞,葉書,B,葉書
3879,엿보다,동,동사,動詞,,C,"盗み見る, 窺う, 覗く"
6844,영,부,부사,副詞,~ 딴판이다,C,"全く, 全然, 到底"
,영국,고,고유 명사,固有名詞,英國,A,英国
7853,영남,명,명사,名詞,嶺南,C,嶺南
2578,영상,명,명사,名詞,"映像, 零上",B,映像
2163,영양,명,명사,名詞,營養,C,栄養
1090,영어,명,명사,名詞,英語,A,英語
3288,영업,명,명사,名詞,營業,C,営業
1349,영역,명,명사,名詞,領域,C,領域
5385,영웅,명,명사,名詞,英雄,C,英雄
2934,영원하다,형,형용사,形容詞,永遠-,B,永遠だ
3540,영원히,부,부사,副詞,永遠-,B,永遠に
5037,영하,명,명사,名詞,零下,B,"零下, 氷点下"
455,영향,명,명사,名詞,影響,C,影響
4089,영향력,명,명사,名詞,影響力,C,影響力
2579,영혼,명,명사,名詞,靈魂,C,"霊, 御霊, 霊魂"
341,영화,명,명사,名詞,映畵,A,映画
11308,영화관,명,명사,名詞,映畵館,C,"映画館, 映画劇場"
8168,영화배우,명,명사,名詞,映畵俳優,C,映画俳優
3827,영화제,명,명사,名詞,映畵祭,C,映画祭
444,옆,명,명사,名詞,,A,"横, 側, 脇, 隣"
5038,옆구리,명,명사,名詞,,C,"脇腹, 横腹"
10162,옆방,명,명사,名詞,-房,B,隣室
6107,옆집,명,명사,名詞,,B,"隣家, 隣"
452,예,"명, 감","명사, 감탄사","名詞, 感嘆詞","~나 지금이나, 例",A,はい
3943,예감,명,명사,名詞,豫感,C,"予感, 予覚"
5952,예고하다,동,동사,動詞,豫告-,C,予告する
2009,예금,명,명사,名詞,預金,B,預金
28328,예매하다,동,동사,動詞,豫買-,B,予約する
3290,예방,명,명사,名詞,豫防,C,予防
4448,예방하다,동,동사,動詞,豫防-,C,予防する
7583,예보,명,명사,名詞,豫報,C,予報
4541,예비,명,명사,名詞,豫備,C,予備
1009,예쁘다,형,형용사,形容詞,,A,"綺麗だ・奇麗だ, 可愛い"
1629,예산,명,명사,名詞,豫算,C,予算
2690,예상,명,명사,名詞,豫想,B,予想
2010,예상되다,동,동사,動詞,豫想-,C,予想される
3243,예상하다,동,동사,動詞,豫想-,C,予想する
5524,예선,명,명사,名詞,豫選,C,予選
21340,예순,수,수사,数詞,,A,六十
205,예술,명,명사,名詞,藝術,B,芸術
1701,예술가,명,명사,名詞,藝術家,B,芸術家
11311,예술적,명,명사,名詞,藝術的,C,芸術的
28337,예습,명,명사,名詞,豫習,C,予習
28338,예습하다,동,동사,動詞,豫習-,C,予習する
15879,예식장,명,명사,名詞,禮式場,C,式場
9271,예약,명,명사,名詞,豫約,B,予約
12720,예약하다,동,동사,動詞,豫約-,C,予約する
3244,예외,명,명사,名詞,例外,C,例外
4090,예의,명,명사,名詞,禮儀,C,礼儀
1832,예전,명,명사,名詞,,B,"昔, 一昔, ずっと前, ずっと以前"
2449,예절,명,명사,名詞,禮節,B,"礼節, 作法"
999,예정,명,명사,名詞,豫定,B,予定
4294,예정되다,동,동사,動詞,豫定-,C,予定される
3828,예측하다,동,동사,動詞,豫測-,C,予測する
2533,예컨대,부,부사,副詞,例-,C,例えば
1445,옛,관,관형사,冠形詞,,B,昔の
617,옛날,명,명사,名詞,,A,"昔, 昔日"
8863,옛날이야기,명,명사,名詞,,B,"昔話, 民話"
5386,오,"감, 수","감탄사, 수사","感嘆詞, 数詞",五,A,五
3365,오가다,동,동사,動詞,,B,"取り交わす, 交換する"
310,오늘,"부, 명","부사, 명사","副詞, 名詞",,A,"今日, 本日"
721,오늘날,명,명사,名詞,,B,今日
35,오다,"보, 동","보조 용언, 동사","補助用言, 動詞",,A,"来る, 近づく"
5650,오락,명,명사,名詞,娛樂,C,娯楽
978,오래,부,부사,副詞,,A,"長く, 長い間"
6108,오래간만,명,명사,名詞,,A,"久久, 久しぶり"
6109,오래도록,부,부사,副詞,,B,"長く, 長長・永永, 末永く"
3046,오래되다,동,동사,動詞,,B,
2203,오래전,명,명사,名詞,-前,B,"前前, 曾て, ずっと前, ずっと以前"
1254,오랜,관,관형사,冠形詞,,B,"長い, 長年の"
2390,오랜만,명,명사,名詞,,A,"久久, 久しぶり"
1420,오랫동안,명,명사,名詞,,B,"長い間, 長らく, 久しく, 長時間"
4145,오렌지,명,명사,名詞,orange,A,オレンジ
3765,오로지,부,부사,副詞,,C,"専ら, 偏に"
4922,오르내리다,동,동사,動詞,,C,"上下する, 上り下りする, 上がり下りする"
394,오르다,동,동사,動詞,,A,"上る・登る, 上がる・挙がる"
8169,오른발,명,명사,名詞,,B,右足
5651,오른손,명,명사,名詞,,B,右手
1897,오른쪽,명,명사,名詞,,A,"右, 右側"
6846,오리,명,명사,名詞,동물,B,鴨・鳧
8865,오븐,명,명사,名詞,oven,B,オーブン
1000,오빠,명,명사,名詞,,A,"お兄さん, 兄"
19100,오십,수,수사,数詞,五十,A,五十
1222,오염,명,명사,名詞,汚染,C,汚染
3425,오염되다,동,동사,動詞,汚染-,C,汚染される
991,오월,명,명사,名詞,五月,A,五月
7076,오이,명,명사,名詞,,B,胡瓜
1193,오전,명,명사,名詞,午前,A,午前
2140,오직,부,부사,副詞,,B,"専ら, 偏に"
2287,오징어,명,명사,名詞,,B,烏賊
4224,오페라,명,명사,名詞,opera,C,歌劇
10167,오피스텔,명,명사,名詞,office hotel,B,オフィステル
3426,오해,명,명사,名詞,誤解,C,誤解
606,오후,명,명사,名詞,午後,A,午後
355,오히려,부,부사,副詞,,C,"却って, 逆に"
7857,옥상,명,명사,名詞,屋上,C,屋上
5527,옥수수,명,명사,名詞,,B,"とうもろこし,コーン"
1465,온,관,관형사,冠形詞,,B,全ての
1630,온갖,관,관형사,冠形詞,,C,数々の
2475,온도,명,명사,名詞,溫度,B,温度
17329,온돌,명,명사,名詞,溫突,C,温突
8478,온라인,명,명사,名詞,on-line,C,オンライン
2268,온몸,명,명사,名詞,,B,"全身, 体中・身体中"
8866,온종일,명,명사,名詞,-終日,C,終日
2253,온통,부,부사,副詞,,B,一面に
1951,올,"명, 관","명사, 관형사","名詞, 冠形詞",올해,C,今秋
10168,올가을,명,명사,名詞,,C,今秋
669,올라가다,동,동사,動詞,,A,"上がる, 上る・登る"
6647,올라서다,동,동사,動詞,,C,"登る, 上がる, 立つ"
1494,올라오다,동,동사,動詞,,B,"上がって来る, 上って来る・登って来る"
9275,올라타다,동,동사,動詞,,C,"乗る, 乗り込む"
3125,올려놓다,동,동사,動詞,,B,"上げる・揚げる, 載せる"
6110,올려다보다,동,동사,動詞,,C,"見上げる, 仰ぎ見る"
472,올리다,동,동사,動詞,,C,"上げる, 引き上げる, 高める"
1437,올림픽,명,명사,名詞,Olympic,B,オリンピック
1652,올바르다,형,형용사,形容詞,,C,正しい
9709,올여름,명,명사,名詞,,C,今夏
701,올해,명,명사,名詞,,A,"今年, この年, 本年"
753,옮기다,동,동사,動詞,,B,移す
1172,옳다,형,형용사,形容詞,,B,正しい
530,옷,명,명사,名詞,,A,"服, 衣, 衣服, 衣装"
4630,옷차림,명,명사,名詞,,C,"身形, 服装"
5252,와,감,감탄사,感嘆詞,,B,"わ,わあ"
10169,와이셔츠,명,명사,名詞,white shirts,C,ワイシャツ
8867,와인,명,명사,名詞,wine,B,葡萄酒
2507,완벽하다,형,형용사,形容詞,完璧-,B,完璧だ
3291,완성,명,명사,名詞,完成,C,完成
3880,완성되다,동,동사,動詞,完成-,C,"完成される, 完成する"
3766,완성하다,동,동사,動詞,完成-,C,完成する
3245,완전,명,명사,名詞,完全,C,完全
2508,완전하다,형,형용사,形容詞,完全-,C,"完全だ, 完璧だ"
795,완전히,부,부사,副詞,完全-,B,"完全に, 完璧に"
1142,왕,명,명사,名詞,王,B,王
8869,왕비,명,명사,名詞,王妃,C,王妃
4923,왕자,명,명사,名詞,王子,C,王子
159,왜,부,부사,副詞,,A,"何故, 何で"
1301,왜냐하면,부,부사,副詞,,A,"何故なら, 何故ならば, 何故かというと"
2972,왠지,부,부사,副詞,,B,"何故か, 何となく"
892,외,의,의존 명사,依存名詞,外,B,他・外
8481,외갓집,명,명사,名詞,外家-,C,母方の家
35141,외과,명,명사,名詞,外科,C,外科
2346,외교,명,명사,名詞,外交,B,外交
5039,외교관,명,명사,名詞,外交官,B,外交官
651,외국,명,명사,名詞,外國,A,外国
5040,외국어,명,명사,名詞,外國語,A,外国語
1611,외국인,명,명사,名詞,外國人,A,"外国人, 異国人, 外人"
6112,외다,동,동사,動詞,주문을 ~,C,"暗記する, 覚える, 記憶する"
4717,외로움,명,명사,名詞,,C,"寂しさ, 孤独"
3322,외롭다,형,형용사,形容詞,,B,"寂しい, 心細い"
3126,외면하다,동,동사,動詞,外面-,C,そっぽを向く
4146,외모,명,명사,名詞,外貌,C,外貌
1711,외부,명,명사,名詞,外部,C,外部
7078,외삼촌,명,명사,名詞,外三寸,B,"叔父・伯父, 母方の叔父・母方の伯父"
13623,외아들,명,명사,名詞,,C,一人息子
4718,외우다,동,동사,動詞,,B,"暗記する, 覚える, 記憶する"
9713,외제,명,명사,名詞,外製,C,外国製
5257,외출,명,명사,名詞,外出,B,外出
