번호,순위,단어,단어번호,품사,품사 이름,품사 (일본어),풀이（意味）,등급
3509,4419,두려워하다,,동,동사,動詞,,C
3510,4420,뜻밖,,명,명사,名詞,,C
3511,4421,막걸리,,명,명사,名詞,,C
3512,4424,미스,03,명,명사,名詞,Miss,C
3513,4425,밀리다,01,동,동사,動詞,방세가 ~,C
3514,4426,밥그릇,,명,명사,名詞,,B
3515,4429,병들다,,동,동사,動詞,病-,B
3516,4430,부러지다,,동,동사,動詞,,C
3517,4433,불꽃,01,명,명사,名詞,,B
3518,4436,상대성,,명,명사,名詞,相對性,C
3519,4437,설문,01,명,명사,名詞,設問,C
3520,4438,소설가,,명,명사,名詞,小說家,B
3521,4443,쓸다,02,동,동사,動詞,마당을 ~,C
3522,4444,안녕히,,부,부사,副詞,安寧-,A
3523,4445,안팎,,명,명사,名詞,,C
3524,4448,예방하다,01,동,동사,動詞,豫防-,C
3525,4451,유의하다,02,동,동사,動詞,留意-,C
3526,4453,이해되다,,동,동사,動詞,理解-,C
3527,4454,인하,01,명,명사,名詞,引下,C
3528,4456,작성,01,명,명사,名詞,作成,C
3529,4457,잘리다,01,동,동사,動詞,,C
3530,4459,전달,03,명,명사,名詞,傳達,C
3531,4460,전시회,,명,명사,名詞,展示會,C
3532,4461,전화하다,02,동,동사,動詞,電話-,A
3533,4462,전환하다,02,동,동사,動詞,轉換-,C
3534,4463,정치학,,명,명사,名詞,政治學,C
3535,4464,좌석,,명,명사,名詞,座席,B
3536,4467,주문,"03, 04",명,명사,名詞,"呪文, 注文",C
3537,4468,집안일,,명,명사,名詞,,C
3538,4469,체계적,,명,명사,名詞,體系的,C
3539,4470,출근,,명,명사,名詞,出勤,B
3540,4471,크림,,명,명사,名詞,cream,C
3541,4472,탁월하다,,형,형용사,形容詞,卓越-,C
3542,4473,텅,01,부,부사,副詞,~ 비다,C
3543,4474,토하다,,동,동사,動詞,吐-,C
3544,4478,푹,01,부,부사,副詞,,B
3545,4479,한순간,,명,명사,名詞,-瞬間,C
3546,4483,가사,09,명,명사,名詞,歌詞,C
3547,4484,가입자,,명,명사,名詞,加入者,C
3548,4485,감소하다,,동,동사,動詞,減少-,C
3549,4486,개구리,,명,명사,名詞,,B
3550,4487,결과적,,명,명사,名詞,結果的,C
3551,4489,괴롭히다,,동,동사,動詞,,C
3552,4490,구별,02,명,명사,名詞,區別,C
3553,4495,깨우다,01,동,동사,動詞,,C
3554,4496,끈,01,명,명사,名詞,,C
3555,4497,끊기다,,동,동사,動詞,,C
3556,4498,끊임없다,,형,형용사,形容詞,,C
3557,4500,넉넉하다,,형,형용사,形容詞,,C
3558,4503,동전,05,명,명사,名詞,銅錢,B
3559,4505,두어,,관,관형사,冠形詞,,C
3560,4508,마약,,명,명사,名詞,痲藥,C
3561,4512,밑바닥,,명,명사,名詞,,C
3562,4514,보도되다,,동,동사,動詞,報道-,C
3563,4515,보리,01,명,명사,名詞,,C
3564,4516,본부,03,명,명사,名詞,本部,C
3565,4523,성숙하다,,동,동사,動詞,成熟-,C
3566,4524,소극적,,명,명사,名詞,消極的,C
3567,4525,소용,07,명,명사,名詞,所用,C
3568,4526,손질하다,,동,동사,動詞,,C
3569,4527,수건,,명,명사,名詞,手巾,A
3570,4528,순식간,,명,명사,名詞,瞬息間,C
3571,4530,시도,07,명,명사,名詞,試圖,C
3572,4533,아무개,,대,대명사,代名詞,,C
3573,4534,약점,01,명,명사,名詞,弱點,C
3574,4535,양복,01,명,명사,名詞,洋服,A
3575,4536,어째서,,불,분석 불능,分析不能,어찌하여서,C
3576,4538,얼다,01,동,동사,動詞,,B
3577,4539,여,07,명,명사,名詞,女,B
3578,4540,연령,01,명,명사,名詞,年齡,C
3579,4541,예비,02,명,명사,名詞,豫備,C
3580,4542,울음소리,,명,명사,名詞,,C
3581,4543,이놈,01,대,대명사,代名詞,,C
3582,4544,이력서,,명,명사,名詞,履歷書,C
3583,4545,인정되다,,동,동사,動詞,認定-,C
3584,4547,잠자다,,동,동사,動詞,,A
3585,4550,젓가락,,명,명사,名詞,,A
3586,4553,주년,02,의,의존 명사,依存名詞,周年,C
3587,4554,중단하다,,동,동사,動詞,中斷-,C
3588,4555,중대하다,01,형,형용사,形容詞,重大-,C
3589,4556,중심지,,명,명사,名詞,中心地,C
3590,4560,집중적,,명,명사,名詞,集中的,C
3591,4562,참되다,,형,형용사,形容詞,,C
3592,4563,초청,01,명,명사,名詞,招請,C
3593,4564,출판사,,명,명사,名詞,出版社,C
3594,4566,탁자,01,명,명사,名詞,卓子,C
3595,4567,토끼,,명,명사,名詞,,B
3596,4570,퍽,02,부,부사,副詞,~ 궁금하다,C
3597,4571,풍속,01,명,명사,名詞,風俗,C
3598,4572,피아노,01,명,명사,名詞,piano,A
3599,4573,핑계,,명,명사,名詞,,C
3600,4574,한층,,부,부사,副詞,-層,C
3601,4575,행운,02,명,명사,名詞,幸運,C
3602,4576,가로막다,,동,동사,動詞,,C
3603,4577,간섭,,명,명사,名詞,干涉,C
3604,4578,갈증,,명,명사,名詞,渴症,C
3605,4580,갑작스럽다,,형,형용사,形容詞,,C
3606,4582,교환하다,01,동,동사,動詞,交換-,C
3607,4586,그래야,,불,분석 불능,分析不能,그리하여야,C
3608,4587,기원,05,명,명사,名詞,起源,C
3609,4588,길가,,명,명사,名詞,,B
3610,4589,난리,02,명,명사,名詞,亂離,C
3611,4590,남매,,명,명사,名詞,男妹,B
3612,4591,내버리다,,동,동사,動詞,,C
3613,4594,달리하다,01,동,동사,動詞,,C
3614,4598,뛰어가다,,동,동사,動詞,,C
3615,4601,미사일,,명,명사,名詞,missile,C
3616,4602,발가락,,명,명사,名詞,,B
3617,4607,보존,,명,명사,名詞,保存,C
3618,4608,보호되다,,동,동사,動詞,保護-,C
3619,4609,뵙다,,동,동사,動詞,,B
3620,4611,부치다,02,동,동사,動詞,편지를 ~,B
3621,4615,상관,03,명,명사,名詞,相關,C
3622,4616,설명되다,,동,동사,動詞,說明-,C
3623,4617,섭섭하다,01,형,형용사,形容詞,,C
3624,4619,세련되다,,형,형용사,形容詞,洗練-,C
3625,4620,손쉽다,,형,형용사,形容詞,,C
3626,4623,안주,04,명,명사,名詞,按酒,B
3627,4624,어린애,,명,명사,名詞,,B
3628,4628,열기,07,명,명사,名詞,熱氣,C
3629,4630,옷차림,,명,명사,名詞,,C
3630,4632,위로하다,,동,동사,動詞,慰勞-,C
3631,4633,이같이,,부,부사,副詞,,C
3632,4636,인형,01,명,명사,名詞,人形,B
3633,4638,일치,01,명,명사,名詞,一致,C
3634,4641,재생,01,명,명사,名詞,再生,C
3635,4643,전철,04,명,명사,名詞,電鐵,B
3636,4652,찢어지다,,동,동사,動詞,,C
3637,4653,철학자,,명,명사,名詞,哲學者,C
3638,4656,축하하다,,동,동사,動詞,祝賀-,A
3639,4658,컬러,01,명,명사,名詞,color,C
3640,4659,통화,"03, 04",명,명사,名詞,"通貨, 通話",C
3641,4661,특이하다,,형,형용사,形容詞,特異-,C
3642,4662,필연적,,명,명사,名詞,必然的,C
3643,4663,하룻밤,,명,명사,名詞,,C
3644,4666,흘러내리다,,동,동사,動詞,,C
3645,4668,가짜,,명,명사,名詞,假-,B
3646,4669,강도,"05, 06",명,명사,名詞,"强度, 强盜",B
3647,4671,곰,03,명,명사,名詞,동물,B
3648,4676,급히,,부,부사,副詞,急-,C
3649,4677,기념,02,명,명사,名詞,記念,C
3650,4679,나아지다,,동,동사,動詞,,C
3651,4680,넘어오다,,동,동사,動詞,,C
3652,4685,되돌리다,,동,동사,動詞,,C
3653,4687,띄우다,02,동,동사,動詞,배를 ~,C
3654,4690,매너,,명,명사,名詞,manner,C
3655,4693,민속,01,명,명사,名詞,民俗,C
3656,4696,버려지다,,동,동사,動詞,,C
3657,4701,빗물,,명,명사,名詞,,B
3658,4702,사위,01,명,명사,名詞,,B
3659,4704,설날,,명,명사,名詞,,B
3660,4705,설득하다,,동,동사,動詞,說得-,C
3661,4707,손질,,명,명사,名詞,,C
3662,4708,손톱,01,명,명사,名詞,,B
3663,4711,식빵,,명,명사,名詞,食-,B
3664,4712,아르바이트,,명,명사,名詞,&독Arbeit,C
3665,4717,외로움,,명,명사,名詞,,C
3666,4718,외우다,01,동,동사,動詞,,B
3667,4720,운전자,,명,명사,名詞,運轉者,B
3668,4721,유리창,01,명,명사,名詞,琉璃窓,B
3669,4725,입대,01,명,명사,名詞,入隊,C
3670,4730,적성,05,명,명사,名詞,適性,C
3671,4731,전망하다,02,동,동사,動詞,展望-,C
3672,4736,집단적,,명,명사,名詞,集團的,C
3673,4738,차이점,,명,명사,名詞,差異點,C
3674,4740,찬물,01,명,명사,名詞,,B
3675,4741,철도,,명,명사,名詞,鐵道,C
3676,4742,총각,01,명,명사,名詞,總角,C
3677,4747,캠페인,,명,명사,名詞,campaign,C
3678,4748,태풍,,명,명사,名詞,颱風,B
3679,4750,한눈,01,명,명사,名詞,~에 반하다,C
3680,4751,햇볕,,명,명사,名詞,,B
3681,4753,홍수,02,명,명사,名詞,洪水,C
3682,4755,가뭄,,명,명사,名詞,,C
3683,4756,간접,,명,명사,名詞,間接,C
3684,4757,강력히,,부,부사,副詞,强力-,C
3685,4758,개선되다,01,동,동사,動詞,改善-,C
3686,4760,건네다,,동,동사,動詞,,C
3687,4761,게,01,명,명사,名詞,동물,C
3688,4763,결심,01,명,명사,名詞,決心,C
3689,4767,곧장,,부,부사,副詞,,C
3690,4769,교직,04,명,명사,名詞,敎職,C
3691,4770,구속하다,01,동,동사,動詞,拘束-,C
3692,4772,귀중하다,01,형,형용사,形容詞,貴重-,C
3693,4773,긁다,,동,동사,動詞,,C
3694,4774,금지하다,,동,동사,動詞,禁止-,B
3695,4776,기숙사,,명,명사,名詞,寄宿舍,A
3696,4778,나뭇잎,,명,명사,名詞,,B
3697,4779,내쉬다,,동,동사,動詞,,C
3698,4780,넓어지다,,동,동사,動詞,,B
3699,4781,늘어지다,,동,동사,動詞,,C
3700,4782,단독,02,명,명사,名詞,單獨,C
3701,4789,마음껏,,부,부사,副詞,,C
3702,4790,몰려들다,,동,동사,動詞,,C
3703,4793,미팅,,명,명사,名詞,meeting,B
3704,4795,바퀴,01,"의, 명","의존 명사, 명사","依存名詞, 名詞","네 ~, 수레 ~",C
3705,4796,발자국,,명,명사,名詞,,C
3706,4797,뱉다,,동,동사,動詞,,C
3707,4799,보너스,,명,명사,名詞,bonus,C
3708,4802,산책,,명,명사,名詞,散策,A
3709,4803,생기,01,명,명사,名詞,生氣,C
3710,4805,서적,02,명,명사,名詞,書籍,C
3711,4807,소화,06,명,명사,名詞,消化,C
3712,4808,수험생,,명,명사,名詞,受驗生,C
3713,4809,시끄럽다,,형,형용사,形容詞,,B
3714,4810,신세대,,명,명사,名詞,新世代,C
3715,4814,어기다,01,동,동사,動詞,,C
3716,4815,어때,,불,분석 불능,分析不能,어떠해,B
3717,4816,엘리베이터,,명,명사,名詞,elevator,B
3718,4817,연구원,01,명,명사,名詞,硏究員,C
3719,4819,연애,05,명,명사,名詞,戀愛,C
3720,4820,연휴,02,명,명사,名詞,連休,B
3721,4821,요약하다,02,동,동사,動詞,要約-,C
3722,4822,운동하다,,동,동사,動詞,運動-,A
3723,4823,월요일,,명,명사,名詞,月曜日,A
3724,4824,위성,06,명,명사,名詞,衛星,C
3725,4826,의외로,,부,부사,副詞,意外-,C
3726,4827,이모,02,명,명사,名詞,姨母,B
3727,4828,자살,01,명,명사,名詞,自殺,C
3728,4833,제시,02,명,명사,名詞,提示,C
3729,4834,제외되다,,동,동사,動詞,除外-,C
3730,4835,조카,,명,명사,名詞,,B
3731,4836,주소,01,명,명사,名詞,住所,A
3732,4838,찍히다,02,동,동사,動詞,도장이 ~,C
3733,4841,철,"01, 02, 06",명,명사,名詞,"계절, ~이 들다, 鐵",B
3734,4844,취직,,명,명사,名詞,就職,B
3735,4846,타락,02,명,명사,名詞,墮落,C
3736,4848,틀림없이,,부,부사,副詞,,C
3737,4849,파티,,명,명사,名詞,party,A
3738,4856,회관,,명,명사,名詞,會館,C
3739,4862,계획하다,01,동,동사,動詞,計劃-,B
3740,4864,공연장,,명,명사,名詞,公演場,C
3741,4868,국적,02,명,명사,名詞,國籍,C
3742,4871,근래,,명,명사,名詞,近來,C
3743,4874,나뉘다,,동,동사,動詞,,C
3744,4875,낱말,02,명,명사,名詞,단어,C
3745,4876,내외,"01, 02",명,명사,名詞,"內外.안팎, 內外.남녀",C
3746,4877,냄비,,명,명사,名詞,,B
3747,4878,늑대,,명,명사,名詞,동물,C
3748,4879,늘어서다,,동,동사,動詞,,C
3749,4880,다정하다,,형,형용사,形容詞,多情-,C
3750,4882,달려들다,,동,동사,動詞,,C
3751,4888,망원경,,명,명사,名詞,望遠鏡,C
3752,4890,모범,02,명,명사,名詞,模範,C
3753,4891,무리하다,,형,형용사,形容詞,無理-,C
3754,4892,묶이다,,동,동사,動詞,,C
3755,4896,방해하다,,동,동사,動詞,妨害-,C
3756,4897,뱀,,명,명사,名詞,,B
3757,4903,뵈다,"01, 02",동,동사,動詞,"보이다, 웃어른을 보다",B
3758,4906,상류,,명,명사,名詞,上流,C
3759,4909,선명하다,02,형,형용사,形容詞,鮮明-,C
3760,4910,선호하다,01,동,동사,動詞,選好-,C
3761,4911,성공적,,명,명사,名詞,成功的,C
3762,4912,소규모,,명,명사,名詞,小規模,C
3763,4914,수시로,,부,부사,副詞,隨時-,C
3764,4915,시야,03,명,명사,名詞,視野,C
3765,4917,실현되다,,동,동사,動詞,實現-,C
3766,4918,아니야,,감,감탄사,感嘆詞,,B
3767,4919,어느덧,,부,부사,副詞,,C
3768,4922,오르내리다,,동,동사,動詞,,C
3769,4923,왕자,01,명,명사,名詞,王子,C
3770,4924,우수하다,02,형,형용사,形容詞,優秀-,B
3771,4926,유명,01,명,명사,名詞,有名,B
3772,4929,유형,07,명,명사,名詞,類型,C
3773,4930,으레,01,부,부사,副詞,,C
3774,4933,일상적,,명,명사,名詞,日常的,C
3775,4934,일일이,02,부,부사,副詞,一一-,C
3776,4936,전공하다,01,동,동사,動詞,專攻-,C
3777,4938,전후,01,명,명사,名詞,前後,C
3778,4940,정상적,,명,명사,名詞,正常的,C
3779,4942,질적,,명,명사,名詞,質的,C
3780,4946,청소하다,03,동,동사,動詞,淸掃-,A
3781,4947,충격적,,명,명사,名詞,衝擊的,C
3782,4948,치아,02,명,명사,名詞,齒牙,C
3783,4951,편의,02,명,명사,名詞,便宜,C
3784,4952,폐지,02,명,명사,名詞,廢止,C
3785,4955,해설,03,명,명사,名詞,解說,C
3786,4956,헌,,관,관형사,冠形詞,,B
3787,4962,흑백,,명,명사,名詞,黑白,C
3788,4963,희생,,명,명사,名詞,犧牲,C
3789,4964,가까워지다,,동,동사,動詞,,B
3790,4968,경비,02,명,명사,名詞,經費,C
3791,4969,경제력,,명,명사,名詞,經濟力,C
3792,4976,금하다,02,동,동사,動詞,禁-,C
3793,4977,기대되다,,동,동사,動詞,期待-,C
3794,4980,깊숙이,,부,부사,副詞,,C
3795,4982,꿀,,명,명사,名詞,,B
3796,4984,넘어뜨리다,,동,동사,動詞,,C
3797,4985,농사짓다,,동,동사,動詞,農事-,C
3798,4987,단단하다,,형,형용사,形容詞,,C
3799,4988,담당자,,명,명사,名詞,擔當者,C
3800,4989,답변,,명,명사,名詞,答辯,C
3801,4990,대비,10,명,명사,名詞,對備,C
3802,4991,대체,02,부,부사,副詞,大體,C
3803,4992,더욱더,,부,부사,副詞,,C
3804,4993,도심,04,명,명사,名詞,都心,C
3805,4994,된장,,명,명사,名詞,-醬,B
3806,4995,둘러싸이다,,동,동사,動詞,,C
3807,4996,등산,,명,명사,名詞,登山,A
3808,4997,마찰,,명,명사,名詞,摩擦,C
3809,4998,마크,,명,명사,名詞,mark,C
3810,4999,만족,01,명,명사,名詞,滿足,C
3811,5000,망치다,,동,동사,動詞,,C
3812,5002,메뉴,,명,명사,名詞,menu,A
3813,5003,모금,01,의,의존 명사,依存名詞,한 ~,C
3814,5005,묘사,02,명,명사,名詞,描寫,C
3815,5007,문화적,,명,명사,名詞,文化的,C
3816,5009,미혼,01,명,명사,名詞,未婚,C
3817,5010,발전되다,,동,동사,動詞,發展-,C
3818,5011,방송사,,명,명사,名詞,放送社,C
3819,5012,방지하다,01,동,동사,動詞,防止-,C
3820,5016,사표,07,명,명사,名詞,辭表,C
3821,5019,삼가다,,동,동사,動詞,,C
3822,5020,생방송,,명,명사,名詞,生放送,C
3823,5024,소홀히,,부,부사,副詞,疏忽-,C
3824,5025,손발,,명,명사,名詞,,B
3825,5031,쌍둥이,,명,명사,名詞,雙-,C
3826,5032,안내하다,,동,동사,動詞,案內-,B
3827,5033,앉히다,,동,동사,動詞,,C
3828,5037,영하,,명,명사,名詞,零下,B
3829,5038,옆구리,,명,명사,名詞,,C
3830,5039,외교관,,명,명사,名詞,外交官,B
3831,5040,외국어,,명,명사,名詞,外國語,A
3832,5042,웬만하다,,형,형용사,形容詞,,C
3833,5043,유행하다,01,동,동사,動詞,流行-,B
3834,5045,으응,,감,감탄사,感嘆詞,,B
3835,5046,이어서,,부,부사,副詞,,C
3836,5048,자장면,,명,명사,名詞,&중Zhajiangmian,A
3837,5049,자정,01,명,명사,名詞,子正,C
3838,5052,종합하다,,동,동사,動詞,綜合-,C
3839,5053,중학생,,명,명사,名詞,中學生,A
3840,5061,최후,,명,명사,名詞,最後,C
3841,5062,취재,02,명,명사,名詞,取材,C
3842,5064,테러,,명,명사,名詞,terror,C
3843,5065,토론회,,명,명사,名詞,討論會,C
3844,5067,한잔,,명,명사,名詞,-盞,B
3845,5069,호주머니,,명,명사,名詞,胡-,C
3846,5070,휴일,,명,명사,名詞,休日,A
3847,5071,가난,01,명,명사,名詞,,C
3848,5072,가죽,01,명,명사,名詞,,B
3849,5077,관계없이,,부,부사,副詞,關係-,C
3850,5085,기다,01,동,동사,動詞,,C
3851,5087,다툼,,명,명사,名詞,,C
3852,5088,달력,,명,명사,名詞,-曆,A
3853,5092,대낮,,명,명사,名詞,,C
3854,5094,데려가다,,동,동사,動詞,,B
3855,5095,도자기,,명,명사,名詞,陶瓷器,B
3856,5096,돌멩이,,명,명사,名詞,,C
3857,5098,되돌아오다,,동,동사,動詞,,C
3858,5099,두께,01,명,명사,名詞,,C
3859,5100,뒤쪽,01,명,명사,名詞,,B
3860,5104,모조리,01,부,부사,副詞,,C
3861,5108,변경,04,명,명사,名詞,變更,C
3862,5110,부지런히,,부,부사,副詞,,C
3863,5114,사슴,01,명,명사,名詞,,C
3864,5117,삼촌,,명,명사,名詞,三寸,B
3865,5118,상당수,,명,명사,名詞,相當數,C
3866,5121,소풍,02,명,명사,名詞,逍風,A
3867,5122,속옷,,명,명사,名詞,,B
3868,5123,손목,,명,명사,名詞,,B
3869,5124,손실,,명,명사,名詞,損失,C
3870,5125,슬쩍,,부,부사,副詞,,C
3871,5126,시나리오,,명,명사,名詞,scenario,C
3872,5127,신문지,,명,명사,名詞,新聞紙,B
3873,5128,실컷,,부,부사,副詞,,C
3874,5129,양보하다,,동,동사,動詞,讓步-,B
3875,5131,엔진,,명,명사,名詞,engine,C
3876,5132,용,09,명,명사,名詞,龍,C
3877,5133,운행,02,명,명사,名詞,運行,C
3878,5135,이대로,,부,부사,副詞,,C
3879,5136,인간성,,명,명사,名詞,人間性,C
3880,5138,인상적,,명,명사,名詞,印象的,C
3881,5139,자라나다,,동,동사,動詞,,B
3882,5140,전시,04,명,명사,名詞,展示,C
3883,5142,조그마하다,,형,형용사,形容詞,,C
3884,5143,주차장,,명,명사,名詞,駐車場,B
3885,5144,주한,02,명,명사,名詞,駐韓,C
3886,5145,중년,01,명,명사,名詞,中年,C
3887,5148,찌꺼기,,명,명사,名詞,,C
3888,5154,춤추다,,동,동사,動詞,,A
3889,5157,테니스,,명,명사,名詞,tennis,A
3890,5158,파리,01,"고, 명","고유 명사, 명사","固有名詞, 名詞",Paris,B
3891,5159,포스터,01,명,명사,名詞,poster,B
3892,5160,포함,02,명,명사,名詞,包含,C
3893,5163,형식적,,명,명사,名詞,形式的,C
3894,5164,호남,02,명,명사,名詞,湖南,C
3895,5166,후회하다,,동,동사,動詞,後悔-,B
